,0,1,2,3
230,86135,52531,0,b
231,84034,73183,0,b
232,84557,79216,0,b
233,43468,91643,0,b
234,25108,3424,0,b
235,48574,31225,0,b
236,14084,29894,0,b
237,9694,596,0,b
238,6155,27020,0,b
239,99386,4194,0,b
240,64259,54566,0,b
241,95910,11246,0,b
242,17493,46161,0,b
243,79470,26610,0,b
244,56643,8356,0,b
245,42541,66240,0,b
246,89904,93481,0,b
247,7425,40740,0,b
248,92124,53083,0,b
249,30326,95776,0,b
250,84137,46707,0,b
251,23709,14193,0,b
252,61319,62865,0,b
253,77597,68036,0,b
254,8401,12446,0,b
255,43173,63515,0,b
256,84702,28515,0,b
257,77550,90115,0,b
258,61985,45937,0,b
259,34545,84561,0,b
260,6020,57887,0,b
261,8411,21778,0,b
262,78721,82546,0,b
263,63029,86523,0,b
264,13220,61887,0,b
265,97416,33414,0,b
266,89701,48477,0,b
267,53833,28499,0,b
268,11028,27125,0,b
269,6526,47904,0,b
270,14942,97661,0,b
271,8775,93126,0,b
272,57738,95786,0,b
273,60677,2217,0,b
274,24890,84752,0,b
275,453,79857,0,b
276,56502,40415,0,b
277,57264,55288,0,b
278,37017,62071,0,b
279,53045,25112,0,b
280,49038,62837,0,b
281,35998,7198,0,b
282,96463,1540,0,b
283,24056,66555,0,b
284,59076,65863,0,b
285,572,78365,0,b
286,93697,75023,0,b
287,63569,69255,0,r
288,18208,52026,0,b
289,78163,8033,0,b
290,25246,69149,0,b
291,51463,99199,0,b
292,53508,36178,0,b
293,36946,22786,0,b
294,79052,95229,0,b
295,49725,23567,0,b
296,79474,51956,0,b
297,36884,31275,0,b
298,36620,43104,0,b
299,45492,56535,0,b
300,99103,23001,0,b
301,31527,90397,0,b
302,61801,46659,0,b
303,32101,86675,0,b
304,34162,2047,0,b
305,68083,16034,0,b
306,7019,39429,0,b
307,17926,1999,0,b
308,27413,8108,0,b
309,38101,78734,0,b
310,58200,65474,0,b
311,76627,88476,0,b
312,13767,47882,0,b
313,80876,95062,0,b
314,14364,44441,0,b
315,35661,8418,0,b
316,32852,48315,0,b
317,12548,54022,0,b
318,26092,78069,0,b
319,13733,34564,0,b
320,20938,87003,0,b
321,79878,43608,0,b
322,13945,75690,0,b
323,5318,61224,0,b
324,23953,96767,0,b
325,17216,70280,0,b
326,68752,73805,0,b
327,72022,43632,0,b
328,79173,43734,0,b
329,52527,26413,0,b
330,61125,85833,0,b
331,31520,16013,0,b
332,35172,14996,0,b
333,26924,80650,0,b
334,36420,92370,0,b
335,53426,72886,0,b
336,10466,48615,0,b
337,33193,25518,0,b
338,45344,88512,0,b
339,15377,25449,0,b
340,11994,10432,0,b
341,82077,51775,0,b
342,60446,66799,0,b
343,50298,23099,0,b
344,47632,96025,0,b
345,86224,22531,0,b
346,19577,20882,0,b
347,99943,93485,0,b
348,7048,92375,0,b
349,55330,43822,0,b
350,79731,87036,0,b
351,67203,7429,0,b
352,12477,67951,0,b
353,67975,31996,0,b
354,27584,12381,0,b
355,33976,81150,0,b
356,68303,77245,0,b
357,63571,18462,0,b
358,14842,18851,0,b
359,21738,62436,0,b
360,94413,51734,0,b
361,14647,60386,0,b
362,15761,82909,0,b
363,87444,79520,0,b
364,68578,96706,0,b
365,8644,18039,0,b
366,82767,20216,0,b
367,96006,41032,0,b
368,48969,93555,0,b
369,19326,36112,0,b
370,75448,97806,0,b
371,76497,42395,0,b
372,52463,97257,0,b
373,98506,8629,0,b
374,37622,52387,0,b
375,61127,5646,0,b
376,92111,46716,0,b
377,31469,81634,0,b
378,32481,88952,0,b
379,65605,59508,0,b
380,29761,86709,0,b
381,4587,2473,0,b
382,57247,3650,0,b
383,22803,57797,0,b
384,19984,32656,0,b
385,49321,24261,0,b
386,2119,57687,0,b
387,65437,99447,0,b
388,25669,79844,0,b
389,24676,18317,0,b
390,53199,6505,0,b
391,18647,48425,0,b
392,85503,3805,0,b
393,43205,97070,0,b
394,60828,56281,0,b
395,21066,16000,0,b
396,90728,42225,0,b
397,76658,90536,0,b
398,62189,57019,0,b
399,42837,73121,0,b
400,60057,74016,0,b
401,4836,64295,0,b
402,26440,3485,0,b
403,72882,85624,0,b
404,35798,69094,0,b
405,58366,43182,0,b
406,47823,44516,0,b
407,87963,13775,0,b
408,81847,1421,0,b
409,22226,64229,0,b
410,94747,48331,0,b
411,34669,88923,0,b
412,83557,59818,0,b
413,68819,3454,0,b
414,20003,61867,0,b
415,98980,21595,0,b
416,12799,19468,0,b
417,88956,68236,0,b
418,67603,78687,0,b
419,27653,24113,0,b
420,86096,19867,0,b
421,42903,44693,0,b
422,1384,11782,0,b
423,12663,25841,0,b
424,59970,74035,0,b
425,3151,37729,0,b
426,94310,44920,0,b
427,8059,39571,0,b
428,35102,36038,0,b
429,86142,54562,0,b
430,7879,15574,0,b
431,83229,99949,0,b
432,26031,64977,0,b
433,76847,34086,0,b
434,84935,8493,0,b
435,94632,34718,0,b
436,91297,56967,0,b
437,82174,49243,0,b
438,10419,82853,0,b
439,8608,18118,0,b
440,54281,10477,0,b
441,15776,30772,0,b
442,28436,31333,0,b
443,26492,84583,0,b
444,95002,87300,0,b
445,48326,85552,0,b
446,6043,23058,0,b
447,72415,40838,0,b
448,85459,21310,0,b
449,63799,9013,0,b
450,95324,16377,0,b
451,77651,4017,0,b
452,92961,54111,0,b
453,35534,49714,0,b
454,55475,80395,0,b
455,4149,36116,0,b
456,3135,60063,0,b
457,10497,76013,0,b
458,19134,15751,0,b
459,78732,25520,0,b
460,42022,53362,0,b
461,43040,32586,0,b
462,62794,75356,0,b
463,25850,27442,0,b
464,86684,60561,0,b
465,2778,74308,0,b
466,14783,31774,0,b
467,70267,83795,0,b
468,15857,7020,0,b
469,90992,84442,0,b
470,58294,38592,0,b
471,63858,64246,0,b
472,26584,16318,0,b
473,66192,51113,0,b
474,81933,40192,0,b
475,78706,39816,0,b
476,84517,34064,0,b
477,35885,64490,0,b
478,56647,73257,0,b
479,58182,53030,0,b
480,51808,10540,0,b
481,74712,21418,0,b
482,4906,66760,0,b
483,17760,26069,0,b
484,72111,16567,0,b
485,67308,8138,0,b
486,15267,8313,0,b
487,99709,15840,0,b
488,54192,88131,0,b
489,3048,46649,0,b
490,16828,89472,0,b
491,14033,6735,0,b
492,93144,71959,0,b
493,50196,85888,0,b
494,62019,7652,0,b
495,3189,89615,0,b
496,10950,18349,0,b
497,18511,90223,0,b
498,38543,36432,0,b
499,71791,75448,0,b
500,9896,53061,0,b
501,74374,26953,0,b
502,26090,30059,0,b
503,47024,66364,0,b
504,91465,21478,0,b
505,97075,52661,0,b
506,71199,97410,0,b
507,12068,18127,0,b
508,1218,26228,0,b
509,13729,72173,0,b
510,54536,33896,0,b
511,25707,56154,0,b
512,28443,71253,0,b
513,83952,44678,0,b
514,91315,55659,0,b
515,47568,33147,0,b
516,26019,35537,0,b
517,60223,52612,0,b
518,28213,74365,0,b
519,62461,28917,0,b
520,79840,49610,0,b
521,85578,45168,0,b
522,14325,18770,0,b
523,6023,64504,0,b
524,49465,31690,0,b
525,6313,61340,0,b
526,70854,21125,0,b
527,30014,57014,0,b
528,73085,67028,0,b
529,40752,46280,0,b
530,46618,25295,0,b
531,95583,84590,0,b
532,50887,66919,0,b
533,71539,38806,0,b
534,38183,5089,0,b
535,91109,26296,0,b
536,63877,36675,0,b
537,69084,5816,0,b
538,61578,91454,0,b
539,99091,54049,0,b
540,58136,70514,0,b
541,52251,30943,0,b
542,32815,88292,0,b
543,23750,70844,0,b
544,54121,40184,0,b
545,23194,54234,0,b
546,28124,78973,0,b
547,51817,45226,0,b
548,11077,7767,0,b
549,2716,88879,0,b
550,47253,26289,0,b
551,61134,31923,0,b
552,70635,75564,0,b
553,7391,75324,0,b
554,68322,17842,0,b
555,8770,16539,0,b
556,53165,75117,0,b
557,74923,41861,0,b
558,70155,93368,0,b
559,83289,85520,0,b
560,46558,87948,0,b
561,68137,15622,0,b
562,99131,500,0,b
563,62103,62341,0,b
564,39145,34986,0,b
565,46464,4225,0,b
566,89281,3094,0,b
567,24162,69790,0,b
568,23864,14913,0,b
569,67244,44450,0,b
570,50070,90412,0,b
571,33394,69240,0,b
572,81330,62537,0,b
573,33189,84439,0,b
574,80772,75206,0,b
575,74534,37462,0,b
576,93608,16550,0,b
577,36435,42385,0,b
578,32889,53197,0,b
579,77118,7332,0,b
580,51383,15925,0,b
581,51988,37254,0,b
582,85941,4151,0,b
583,29388,74160,0,b
584,42785,85542,0,b
585,90207,49933,0,b
586,75164,90265,0,b
587,98208,32757,0,b
588,47289,67758,0,b
589,96322,5993,0,b
590,96246,78989,0,b
591,49422,2707,0,b
592,14838,88301,0,b
593,66555,7675,0,b
594,67362,36416,0,b
595,14501,1612,0,b
596,12448,5401,0,b
597,55633,4622,0,b
598,64816,56138,0,b
599,78945,97342,0,b
600,4665,40754,0,b
601,51882,34824,0,b
602,8512,90104,0,b
603,58158,71585,0,b
604,74249,57774,0,b
605,98684,3352,0,b
606,21231,25177,0,b
607,4912,68697,0,b
608,72847,36128,0,b
609,35508,99101,0,b
610,96594,69051,0,b
611,26817,35028,0,b
612,79777,44133,0,b
613,45978,39905,0,b
614,18502,12458,0,b
615,51834,8020,0,b
616,23474,82244,0,b
617,2066,37830,0,b
618,38416,66800,0,b
619,92201,6552,0,b
620,46578,39314,0,b
621,56301,7713,0,b
622,24672,30597,0,b
623,66457,70417,0,b
624,19838,72313,0,b
625,40412,57380,0,b
626,17480,40068,0,b
627,49290,61909,0,b
628,35300,46647,0,b
629,28173,51742,0,b
630,9748,87986,0,b
631,74765,94724,0,b
632,51446,40108,0,b
633,98408,16069,0,b
634,4615,83647,0,b
635,32015,11051,0,b
636,32641,90496,0,b
637,61000,17648,0,b
638,41644,1479,0,b
639,32117,69871,0,b
640,52099,51275,0,b
641,30695,52627,0,b
642,18223,80003,0,b
643,21869,57294,0,b
644,65248,88948,0,b
645,49412,22615,0,b
646,15524,91846,0,b
647,1697,7847,0,b
648,92336,14963,0,b
649,57242,79716,0,b
650,54129,7862,0,b
651,57088,44012,0,b
652,28790,40448,0,b
653,84497,95314,0,b
654,84121,7825,0,b
655,48916,57973,0,b
656,19415,56691,0,b
657,51581,83323,0,b
658,26393,79489,0,b
659,46582,41148,0,b
660,40295,61581,0,b
661,61992,55499,0,b
662,51986,83540,0,b
663,28275,36032,0,b
664,92126,59665,0,b
665,64901,56861,0,b
666,96614,45589,0,b
667,22363,98930,0,b
668,57066,51452,0,b
669,93486,21631,0,b
670,17218,74850,0,b
671,36197,16841,0,b
672,13921,81194,0,b
673,45210,14684,0,b
674,45635,38604,0,b
675,79982,25937,0,b
676,13130,73673,0,b
677,88604,13249,0,b
678,17471,89332,0,b
679,59324,38451,0,b
680,78910,20075,0,b
681,35781,93001,0,b
682,87856,74251,0,b
683,27730,39860,0,b
684,23013,50345,0,b
685,48179,94281,0,b
686,18877,68229,0,b
687,50736,95195,0,b
688,39055,31755,0,b
689,26312,38901,0,b
690,75789,60956,0,b
691,95822,65911,0,b
692,99931,72471,0,b
693,37749,11355,0,b
694,72402,77556,0,b
695,86309,96003,0,b
696,96540,20859,0,b
697,59839,92687,0,b
698,39863,51335,0,b
699,40336,56469,0,b
700,58067,65943,0,b
701,17540,18572,0,b
702,2564,66755,0,b
703,59390,5221,0,b
704,20192,79974,0,b
705,93083,8209,0,b
706,95982,18805,0,b
707,56549,63017,0,b
708,48469,74882,0,b
709,51981,33264,0,b
710,46541,99896,0,b
711,99094,44133,0,b
712,79835,37733,0,b
713,72363,40024,0,b
714,62598,12491,0,b
715,28104,71754,0,b
716,50455,11891,0,b
717,63151,74409,0,b
718,89592,98031,0,b
719,31693,96135,0,b
720,37482,6440,0,b
721,42153,2284,0,b
722,25610,54765,0,b
723,80946,87318,0,b
724,27752,2154,0,b
725,60556,45036,0,b
726,65477,98383,0,b
727,33418,98826,0,b
728,52727,40319,0,b
729,42092,84536,0,b
730,54063,70000,0,b
731,532,15469,0,b
732,85353,16758,0,b
733,8424,86393,0,b
734,44672,33791,0,b
735,27780,20857,0,b
736,61138,26354,0,b
737,63225,19167,0,b
738,96773,23040,0,b
739,80063,37415,0,b
740,60570,61413,0,b
741,6978,46169,0,b
742,81377,17389,0,b
743,33811,26980,0,b
744,14908,3837,0,b
745,21343,2266,0,b
746,24592,27316,0,b
747,19721,36186,0,b
748,23845,67259,0,b
749,63040,36129,0,b
750,92486,14560,0,b
751,91379,45992,0,b
752,88223,15613,0,b
753,25586,12401,0,b
754,15440,61356,0,b
755,39351,20002,0,b
756,25015,77584,0,b
757,81067,11070,0,b
758,14002,98205,0,b
759,28096,63501,0,b
760,26186,15579,0,b
761,29318,97830,0,b
762,51220,10767,0,b
763,10530,36417,0,b
764,43552,14985,0,b
765,51789,24737,0,b
766,37781,39022,0,b
767,35797,56563,0,b
768,97284,85252,0,b
769,20003,28882,0,b
770,90509,25861,0,b
771,81430,61187,0,b
772,42549,47485,0,b
773,72169,18157,0,b
774,65317,3136,0,b
775,83846,26561,0,b
776,24272,15089,0,b
777,93560,93339,0,b
778,83979,67490,0,b
779,97819,39638,0,b
780,79715,69566,0,b
781,81784,83961,0,b
782,35108,57896,0,b
783,69688,55638,0,b
784,10997,61570,0,b
785,3600,36447,0,b
786,46632,8854,0,b
787,11699,95997,0,b
788,48539,19854,0,b
789,83536,95251,0,b
790,73630,36129,0,b
791,38212,85046,0,b
792,80779,28875,0,b
793,45130,58581,0,b
794,96022,45453,0,b
795,30822,311,0,b
796,60795,63755,0,b
797,11374,64838,0,b
798,48230,39756,0,b
799,20652,86875,0,b
800,45417,99764,0,b
801,88003,19244,0,b
802,77765,38258,0,b
803,15014,25301,0,b
804,62752,79175,0,b
805,15487,209,0,b
806,94923,40410,0,b
807,36885,23969,0,b
808,77956,52760,0,b
809,53771,37007,0,b
810,43505,40939,0,b
811,6571,94365,0,b
812,31789,49661,0,b
813,58826,84211,0,b
814,12671,6627,0,b
815,66854,72733,0,b
816,26404,33795,0,b
817,78843,17385,0,b
818,76717,8364,0,b
819,73374,9518,0,b
820,13010,38727,0,b
821,62841,88338,0,b
822,22903,12909,0,b
823,7451,10908,0,b
824,36862,79031,0,b
825,48732,21399,0,b
826,62582,5248,0,b
827,90057,27932,0,b
828,40267,89344,0,b
829,85478,28209,0,b
830,7213,62962,0,b
831,17212,11557,0,b
832,12028,91791,0,b
833,23559,73308,0,b
834,96352,93610,0,b
835,29213,633,0,b
836,26690,64751,0,b
837,15415,56449,0,b
838,18431,88849,0,b
839,88583,42758,0,b
840,49716,22745,0,b
841,11807,28582,0,b
842,99385,43217,0,b
843,90513,46258,0,b
844,35429,99419,0,b
845,27060,51632,0,b
846,9661,48469,0,b
847,80913,3824,0,b
848,19140,76255,0,b
849,74613,27336,0,b
850,35589,22909,0,b
851,48502,2184,0,b
852,56506,98516,0,b
853,26808,23385,0,b
854,75747,74058,0,b
855,6402,35930,0,b
856,53941,52634,0,b
857,66678,26552,0,b
858,78401,99290,0,b
859,37821,16317,0,b
860,80371,53519,0,b
861,52774,2055,0,b
862,81351,6334,0,b
863,64893,17598,0,b
864,79938,50575,0,b
865,99023,40289,0,b
866,33712,94539,0,b
867,99029,81195,0,b
868,94720,91581,0,b
869,76549,78772,0,b
870,50072,13246,0,b
871,77315,57068,0,b
872,30909,28191,0,b
873,61579,18287,0,b
874,96250,41411,0,b
875,79883,90746,0,b
876,55905,11511,0,b
877,48627,53107,0,b
878,71369,34992,0,b
879,59644,18866,0,b
880,19857,14410,0,b
881,52691,33487,0,b
882,74915,10025,0,b
883,1807,94089,0,b
884,55727,47406,0,b
885,77113,15379,0,b
886,52608,39760,0,b
887,95909,58792,0,b
888,49574,56883,0,b
889,95495,10702,0,b
890,10258,11706,0,b
891,75357,96589,0,b
892,43766,97756,0,b
893,19091,21453,0,b
894,47399,96899,0,b
895,76966,53224,0,b
896,35568,29735,0,b
897,71153,16211,0,b
898,93836,44168,0,b
899,83884,16735,0,b
900,80433,16258,0,b
901,69142,61084,0,b
902,85089,37498,0,b
903,38097,27907,0,b
904,20644,96914,0,b
905,59225,4387,0,b
906,79042,54165,0,b
907,81360,87947,0,b
908,57251,86542,0,b
909,81143,11842,0,b
910,43906,36725,0,b
911,45473,55739,0,b
912,91116,45959,0,b
913,77702,17976,0,b
914,63905,3572,0,b
915,54966,49473,0,b
916,255,87149,0,b
917,36125,75298,0,b
918,7407,40861,0,b
919,84304,17203,0,b
920,48428,67177,0,b
921,57358,55091,0,b
922,3452,40455,0,b
923,3402,97963,0,b
924,41299,50973,0,b
925,16565,51914,0,b
926,17694,2190,0,b
927,69450,48644,0,b
928,70470,94283,0,b
929,30704,83094,0,b
930,22018,51877,0,b
931,69253,84377,0,b
932,84360,52708,0,b
933,38522,13437,0,b
934,33184,91296,0,b
935,63139,53924,0,b
936,27499,75645,0,b
937,92895,43306,0,b
938,31313,71069,0,b
939,62175,23068,0,b
940,55330,10064,0,b
941,92840,33813,0,b
942,26267,650,0,b
943,86411,25475,0,b
944,33351,8784,0,b
945,37031,41970,0,b
946,31483,98213,0,b
947,7026,53275,0,b
948,14241,54908,0,b
949,89103,87557,0,b
950,72962,93433,0,b
951,70298,94790,0,b
952,56919,48614,0,b
953,15519,4442,0,b
954,41012,56383,0,b
955,13762,30817,0,b
956,14866,85824,0,b
957,91044,45331,0,b
958,88692,12107,0,b
959,15005,81678,0,b
960,7585,27898,0,b
961,66275,51755,0,b
962,38806,55151,0,b
963,15830,40774,0,b
964,70880,35314,0,b
965,50361,95401,0,b
966,40609,49764,0,b
967,71832,14005,0,b
968,16314,14913,0,b
969,4400,34006,0,b
970,9256,12933,0,b
971,91641,7526,0,b
972,68878,17779,0,b
973,99116,10533,0,b
974,81810,67806,0,b
975,9564,92781,0,b
976,53596,91517,0,b
977,21237,5716,0,b
978,45165,76328,0,b
979,47365,24036,0,b
980,27172,38439,0,b
981,9172,40083,0,b
982,64793,3156,0,b
983,50902,19733,0,b
984,98331,78532,0,b
985,71442,85404,0,b
986,5991,96759,0,b
987,72407,39236,0,b
988,75185,13123,0,b
989,42542,53308,0,b
990,21250,88034,0,b
991,8945,34763,0,b
992,29916,85713,0,b
993,75345,35263,0,b
994,68447,44682,0,b
995,10600,58540,0,b
996,68644,80503,0,b
997,22138,90835,0,b
998,75786,365,0,b
999,89055,39195,0,b
1000,81776,53705,0,b
1001,51467,13063,0,b
1002,50451,75463,0,b
1003,18418,69998,0,b
1004,48361,92003,0,b
1005,82933,44526,0,b
1006,34616,36017,0,b
1007,74199,48557,0,b
1008,81201,88087,0,b
1009,18430,68126,0,b
1010,408,72894,0,b
1011,35586,78407,0,b
1012,83849,63881,0,b
1013,96959,97127,0,b
1014,94480,72781,0,b
1015,26324,78890,0,b
1016,16581,91208,0,b
1017,33444,60189,0,b
1018,27831,91290,0,b
1019,20792,76602,0,b
1020,13358,86820,0,b
1021,64694,66987,0,b
1022,57426,58178,0,b
1023,48955,10398,0,b
1024,48734,60798,0,b
1025,95872,90655,0,b
1026,55762,34601,0,b
1027,79092,45519,0,b
1028,23732,79573,0,b
1029,66465,59811,0,b
1030,80429,27702,0,b
1031,52833,39550,0,b
1032,88386,64347,0,b
1033,51471,20376,0,b
1034,34205,60787,0,b
1035,23468,45350,0,b
1036,24094,39611,0,b
1037,84690,34039,0,b
1038,29786,73510,0,b
1039,15640,80677,0,b
1040,81359,85285,0,b
1041,84601,59379,0,b
1042,7388,52852,0,b
1043,76468,29855,0,b
1044,41777,62466,0,b
1045,91772,4197,0,b
1046,34907,13526,0,b
1047,72703,86907,0,b
1048,3769,39921,0,b
1049,20440,37430,0,b
1050,75786,95213,0,b
1051,27161,80656,0,b
1052,23801,74934,0,b
1053,70390,30070,0,b
1054,21853,24506,0,b
1055,75407,86106,0,b
1056,77810,95813,0,b
1057,33706,14763,0,b
1058,55747,87476,0,b
1059,42433,53599,0,b
1060,17434,61396,0,b
1061,95457,51587,0,b
1062,91078,59902,0,b
1063,37757,51868,0,b
1064,33837,54561,0,b
1065,63853,71431,0,b
1066,63465,39751,0,b
1067,36314,63727,0,b
1068,98130,90098,0,b
1069,92050,23714,0,b
1070,56750,68213,0,b
1071,58573,16347,0,b
1072,54088,6014,0,b
1073,43073,20541,0,b
1074,5408,70546,0,b
1075,31341,70179,0,b
1076,19729,49390,0,b
1077,80787,56250,0,b
1078,69074,8729,0,b
1079,49422,53377,0,b
1080,44817,91339,0,b
1081,11551,56872,0,b
1082,93309,40225,0,b
1083,68052,82233,0,b
1084,82822,87291,0,b
1085,95862,36749,0,b
1086,70950,71881,0,b
1087,74935,89775,0,b
1088,68726,93823,0,b
1089,86786,88511,0,b
1090,44420,92469,0,b
1091,90309,22976,0,b
1092,96947,24598,0,b
1093,59390,41419,0,b
1094,67804,20919,0,b
1095,51299,26787,0,b
1096,85113,77547,0,b
1097,8973,88836,0,b
1098,19581,39542,0,b
1099,49189,62341,0,b
1100,38825,76914,0,b
1101,52450,25595,0,b
1102,51479,39445,0,b
1103,83138,93760,0,b
1104,8025,22872,0,b
1105,36083,62648,0,b
1106,67771,627,0,b
1107,728,26629,0,b
1108,28608,52696,0,b
1109,72060,45161,0,b
1110,90386,42472,0,b
1111,76716,45822,0,b
1112,11797,95034,0,b
1113,64069,25882,0,b
1114,49010,80003,0,b
1115,41725,49511,0,b
1116,90558,20625,0,b
1117,69489,20015,0,b
1118,79526,3558,0,b
1119,68698,77557,0,b
1120,45105,51061,0,b
1121,36976,81386,0,b
1122,37398,4646,0,b
1123,84706,86214,0,b
1124,94054,2231,0,b
1125,24278,1339,0,b
1126,76704,68447,0,b
1127,87348,41642,0,b
1128,39261,44923,0,b
1129,42,4249,0,b
1130,10842,58604,0,b
1131,27051,41362,0,b
1132,74724,43006,0,b
1133,2745,14240,0,b
1134,70402,41001,0,b
1135,81091,19651,0,b
1136,49573,28542,0,b
1137,66515,59059,0,b
1138,99757,37662,0,b
1139,35002,92401,0,b
1140,10094,81357,0,b
1141,17925,92508,0,b
1142,48434,59007,0,b
1143,42562,95294,0,b
1144,23553,98367,0,b
1145,26731,42746,0,b
1146,82905,72047,0,b
1147,68150,63435,0,b
1148,55940,8070,0,b
1149,50428,65058,0,b
1150,44937,10619,0,b
1151,12557,41406,0,b
1152,86303,92573,0,b
1153,47201,56235,0,b
